# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:29 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
3844,3347807,K07653.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,324.180280000,2.6610000e-02,-2.6610000e-02,18.15000,2.10000,-2.10000,8.7900e+01,1.040e+01,-1.040e+01,0.009248,4.129000e-03,-7.380000e-04,0.15249,0.74237,-0.05339,2.20,3.600e-01,-8.300e-01,0.9789,,,382.0,,,5.01,2.53,-3.26,5792.00,159.00,-144.00,3.835,0.315,-0.105,2.1830,0.3540,-0.8260,1.1900,0.1740,-0.2320
3845,8487805,K04206.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.530959357,2.4650000e-06,-2.4650000e-06,2.41700,0.12800,-0.12800,8.4400e+01,4.800e+00,-4.800e+00,0.008401,3.120000e-04,-4.310000e-04,0.34258,0.04924,-0.11098,0.69,1.000e-01,-6.000e-02,0.0121,,,1852.0,,,2764.64,1305.16,-727.75,5325.00,143.00,-159.00,4.607,0.032,-0.097,0.7500,0.1130,-0.0660,0.8400,0.0700,-0.0960
3846,9456281,K04207.01,CANDIDATE,CANDIDATE,1.0000,0.701944362,1.4900000e-06,-1.4900000e-06,0.64100,0.10000,-0.10000,2.1080e+02,1.800e+01,-1.800e+01,0.013524,1.295000e-03,-8.990000e-04,23.40317,8.36241,-22.63601,0.80,6.000e-02,-9.000e-02,0.0125,,,1227.0,,,535.78,161.94,-165.87,4236.00,115.00,-140.00,4.698,0.063,-0.032,0.5390,0.0440,-0.0600,0.5280,0.0510,-0.0410
3847,5129453,K04208.01,CANDIDATE,CANDIDATE,0.9990,3.057726680,2.0540000e-05,-2.0540000e-05,1.81900,0.15500,-0.15500,3.1100e+02,2.710e+01,-2.710e+01,0.015465,1.020000e-03,-8.840000e-04,4.49758,13.19398,-1.62002,1.23,5.000e-02,-1.000e-01,0.0370,,,878.0,,,141.10,28.39,-36.55,4483.00,132.00,-132.00,4.570,0.056,-0.016,0.7310,0.0250,-0.0630,0.7230,0.0460,-0.0500
3848,7918478,K04209.01,CANDIDATE,CANDIDATE,1.0000,9.909210900,2.1640000e-04,-2.1640000e-04,2.55200,0.48500,-0.48500,9.4200e+02,1.920e+02,-1.920e+02,0.030624,1.723700e-02,-4.301000e-03,1.73978,9.12688,-1.62507,2.35,4.000e-01,-1.700e-01,0.0828,,,693.0,,,54.54,31.38,-14.03,5396.00,194.00,-194.00,4.632,0.032,-0.104,0.7020,0.1190,-0.0510,0.7840,0.0820,-0.0820
3849,3336845,K04275.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.996864568,2.6700000e-06,-2.6700000e-06,1.09800,0.08190,-0.08190,8.6700e+01,5.200e+00,-5.200e+00,0.009016,2.449000e-03,-5.830000e-04,3.06973,3.79756,-0.02518,0.77,1.100e-01,-9.000e-02,0.0177,,,1588.0,,,1505.33,704.97,-453.08,5418.00,160.00,-144.00,4.524,0.090,-0.090,0.7820,0.1120,-0.0920,0.7460,0.1010,-0.0500
3850,3645282,K07661.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.673684895,5.7050000e-06,-5.7050000e-06,1.16100,0.36500,-0.36500,5.1100e+01,1.160e+01,-1.160e+01,0.006769,3.561000e-03,-1.269000e-03,2.32233,202.45494,-2.04745,0.70,1.900e-01,-8.000e-02,0.0147,,,2001.0,,,3803.56,2987.86,-1163.27,5645.00,152.00,-169.00,4.453,0.078,-0.182,0.9510,0.2540,-0.1090,0.9360,0.1040,-0.0940
3851,6026924,K04276.01,CONFIRMED,CANDIDATE,0.9790,56.644452000,1.0600000e-03,-1.0600000e-03,16.55100,0.56000,-0.56000,1.0460e+02,5.700e+00,-5.700e+00,0.009727,1.250000e-04,-5.780000e-04,0.05974,0.05335,-0.05573,2.44,4.500e-01,-5.500e-01,0.3230,,,733.0,,,68.37,35.54,-30.26,6237.00,124.00,-111.00,3.862,0.182,-0.098,2.2950,0.4250,-0.5190,1.3990,0.1900,-0.1560
3852,6525280,K04277.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.710319812,9.7560000e-06,-9.7560000e-06,2.98300,0.12900,-0.12900,4.3600e+01,2.600e+00,-2.600e+00,0.006258,8.300000e-05,-3.980000e-04,0.33771,0.26444,-0.03780,0.56,7.000e-02,-3.000e-02,0.0263,,,1426.0,,,978.84,321.45,-162.33,5774.00,77.00,-77.00,4.524,0.053,-0.098,0.8250,0.1010,-0.0510,0.8310,0.0530,-0.0470
3853,4861784,K04278.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.629780340,4.9580000e-05,-4.9580000e-05,5.84700,0.19200,-0.19200,3.7920e+02,2.320e+01,-2.320e+01,0.017539,8.680000e-04,-6.350000e-04,0.25024,0.02087,-0.09605,1.61,3.600e-01,-1.500e-01,0.0610,,,899.0,,,154.59,108.90,-43.82,5497.00,180.00,-197.00,4.570,0.027,-0.153,0.8390,0.1880,-0.0750,0.9520,0.0730,-0.1100
3854,5876360,K04279.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.050852976,8.8900000e-07,-8.8900000e-07,1.67880,0.02070,-0.02070,4.1694e+04,3.020e+02,-3.020e+02,0.420227,6.584380e+00,-1.086660e-01,1.46266,31.64369,-0.04330,45.89,0.000e+00,0.000e+00,0.0203,,,1791.0,,,2423.97,0.00,0.00,5780.00,,,4.438,,,1.0000,,,1.0000,,
3855,9509343,K04346.01,CANDIDATE,CANDIDATE,0.9500,6.392697780,5.9740000e-05,-5.9740000e-05,2.13800,0.21600,-0.21600,1.7430e+02,1.830e+01,-1.830e+01,0.011795,7.860000e-04,-7.900000e-04,5.71617,0.30430,-3.66211,1.21,1.000e-01,-1.200e-01,0.0638,,,890.0,,,148.31,35.78,-36.41,5248.00,86.00,-78.00,4.416,0.112,-0.056,0.9430,0.0740,-0.0990,0.8440,0.0640,-0.0320
3856,3732972,K07664.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.540398683,,,1.56760,,,7.3000e+01,,,0.007891,0.000000e+00,0.000000e+00,2.42992,0.00000,0.00000,12.65,2.640e+00,-3.230e+00,0.0321,,,4689.0,,,114263.25,64600.19,-58731.81,4971.00,86.00,-161.00,2.373,0.030,-0.030,14.6780,3.0670,-3.7490,1.8540,0.8320,-0.8320
3857,3244792,K04347.01,CONFIRMED,CANDIDATE,1.0000,3.057098200,2.1630000e-05,-2.1630000e-05,3.57100,0.16500,-0.16500,1.4400e+02,1.060e+01,-1.060e+01,0.011032,5.290000e-04,-5.190000e-04,0.58289,0.04001,-0.26129,0.99,2.500e-01,-9.000e-02,0.0400,,,1202.0,,,493.09,370.27,-127.58,6021.00,161.00,-179.00,4.570,0.032,-0.189,0.8190,0.2090,-0.0700,0.9220,0.0890,-0.1080
3858,8743082,K04348.01,FALSE POSITIVE,FALSE POSITIVE,,365.259210000,9.5920000e-02,-9.5920000e-02,13.74000,3.10000,-3.10000,5.2900e+02,9.010e+01,-9.010e+01,0.020993,1.817000e-03,-2.371000e-03,1.26489,1.06261,-1.21243,2.39,1.020e+00,-2.700e-01,1.0104,,,268.0,,,1.23,1.55,-0.38,5993.00,162.00,-199.00,4.415,0.072,-0.284,1.0420,0.4440,-0.1160,1.0310,0.1930,-0.1210
3859,7673841,K02585.03,CANDIDATE,CANDIDATE,0.9530,7.878457560,8.4240000e-05,-8.4240000e-05,3.91200,0.27200,-0.27200,4.4100e+01,4.600e+00,-4.600e+00,0.006280,1.630000e-04,-6.090000e-04,0.64847,0.61351,-0.16881,0.78,1.100e-01,-1.400e-01,0.0751,,,989.0,,,226.11,94.90,-84.05,5767.00,115.00,-104.00,4.287,0.162,-0.108,1.1350,0.1650,-0.2020,0.9100,0.0780,-0.0520
3860,9142742,K04349.01,FALSE POSITIVE,FALSE POSITIVE,,372.726880000,1.6910000e-02,-1.6910000e-02,12.75100,0.71400,-0.71400,3.3170e+02,2.390e+01,-2.390e+01,0.019959,1.120000e-04,-3.681000e-03,0.15174,1.72704,-0.08114,3.52,1.890e+00,-9.500e-01,1.1166,,,326.0,,,2.67,4.38,-1.46,6148.00,169.00,-236.00,4.147,0.195,-0.310,1.6150,0.8680,-0.4380,1.3340,0.2380,-0.2580
3861,6891513,K04413.01,FALSE POSITIVE,FALSE POSITIVE,0.0020,9.939827200,,,4.11980,,,4.7860e+02,,,0.989789,0.000000e+00,0.000000e+00,0.02602,0.00000,0.00000,101.71,3.123e+01,-1.038e+01,0.0917,,,819.0,,,106.50,96.67,-32.03,5798.00,162.00,-203.00,4.507,0.039,-0.221,0.9410,0.2890,-0.0960,1.0380,0.1120,-0.1250
3862,4579598,K04414.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.866346000,5.6730000e-06,-5.6730000e-06,2.01100,0.19400,-0.19400,1.1640e+02,1.030e+01,-1.030e+01,0.010075,4.710000e-04,-6.440000e-04,0.76074,0.33077,-0.32961,1.24,4.200e-01,-1.700e-01,0.0183,,,2165.0,,,5186.18,5213.49,-1968.49,6241.00,195.00,-260.00,4.366,0.090,-0.210,1.1310,0.3750,-0.1610,1.0790,0.1890,-0.1310
3863,7777522,K04415.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.885129679,6.0610000e-06,-6.0610000e-06,3.15600,0.17200,-0.17200,1.7730e+02,1.050e+01,-1.050e+01,0.012834,4.341000e-03,-7.040000e-04,0.15110,0.12398,-0.11622,1.21,3.800e-01,-1.000e-01,0.0178,,,1780.0,,,2373.06,2198.28,-623.67,5792.00,172.00,-190.00,4.547,0.037,-0.213,0.8640,0.2670,-0.0710,0.9590,0.1090,-0.1210
3864,9305012,K04416.01,FALSE POSITIVE,FALSE POSITIVE,,56.898749000,2.1180000e-03,-2.1180000e-03,3.52200,0.60700,-0.60700,5.1400e+02,1.020e+02,-1.020e+02,0.021547,1.298000e-03,-3.708000e-03,8.48600,7.80444,-4.72157,6.33,1.090e+00,-1.920e+00,0.3608,,,1107.0,,,355.22,190.19,-209.85,9189.00,261.00,-385.00,3.864,0.238,-0.099,2.6920,0.4620,-0.8160,1.9330,0.2460,-0.2900
3865,9597729,K04417.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.438153876,5.9400000e-07,-5.9400000e-07,1.38850,0.07430,-0.07430,1.6480e+02,6.500e+00,-6.500e+00,0.138008,8.062380e-01,-1.012280e-01,0.17269,0.60523,-0.03680,14.00,4.190e+00,-1.400e+00,0.0113,,,2407.0,,,8008.07,7021.63,-2333.55,6032.00,162.00,-198.00,4.508,0.039,-0.208,0.9290,0.2780,-0.0930,1.0140,0.1310,-0.1310
3866,11390109,K04210.01,FALSE POSITIVE,FALSE POSITIVE,,398.409570000,1.1130000e-02,-1.1130000e-02,11.48600,0.96000,-0.96000,8.8030e+02,8.760e+01,-8.760e+01,0.027263,1.866000e-03,-1.401000e-03,2.35796,0.86029,-1.05209,3.33,1.920e+00,-3.700e-01,1.0914,,,279.0,,,1.44,2.50,-0.45,6251.00,157.00,-203.00,4.378,0.075,-0.328,1.1190,0.6450,-0.1250,1.0890,0.2710,-0.1160
3867,5078025,K04211.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.696286519,3.9720000e-06,-3.9720000e-06,3.19400,0.22000,-0.22000,1.2080e+02,6.500e+00,-6.500e+00,0.014139,5.080000e-04,-4.061000e-03,0.04829,0.41742,-0.01377,1.34,4.200e-01,-1.100e-01,0.0152,,,1969.0,,,3537.89,3305.16,-886.14,5904.00,160.00,-178.00,4.543,0.039,-0.221,0.8670,0.2760,-0.0690,0.9580,0.1070,-0.1190
3868,1724719,K04212.01,CONFIRMED,CANDIDATE,0.9560,5.791799340,3.3500000e-05,-3.3500000e-05,3.47400,0.13200,-0.13200,1.1850e+02,7.200e+00,-7.200e+00,0.011738,1.600000e-04,-1.901000e-03,0.12599,1.09611,-0.09869,1.69,3.100e-01,-2.600e-01,0.0654,,,1222.0,,,528.14,248.86,-168.22,6174.00,74.00,-86.00,4.244,0.125,-0.125,1.3180,0.2430,-0.1990,1.1090,0.1130,-0.0660
3869,8120608,K00571.05,CONFIRMED,CANDIDATE,0.6770,129.945392000,1.5560000e-03,-1.5560000e-03,5.78600,0.29300,-0.29300,5.0010e+02,4.040e+01,-4.040e+01,0.024432,2.230000e-03,-4.203000e-03,0.59814,7.25969,-0.35691,1.18,1.100e-01,-1.400e-01,0.3855,,,177.0,,,0.23,0.07,-0.06,3751.00,75.00,-84.00,4.800,0.065,-0.035,0.4430,0.0400,-0.0530,0.4520,0.0380,-0.0500
3870,11968463,K02433.04,CANDIDATE,CANDIDATE,0.6380,27.904051100,4.0180000e-04,-4.0180000e-04,5.34600,0.26200,-0.26200,3.0020e+02,2.430e+01,-2.430e+01,0.018051,3.111000e-03,-2.368000e-03,0.26245,1.39703,-0.04256,2.19,7.700e-01,-2.500e-01,0.1891,,,677.0,,,49.53,50.93,-16.83,6325.00,174.00,-261.00,4.409,0.058,-0.218,1.1120,0.3880,-0.1290,1.1570,0.1690,-0.1690
3871,5026326,K04280.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.397725450,1.3210000e-05,-1.3210000e-05,4.12900,0.22100,-0.22100,1.8130e+02,1.070e+01,-1.070e+01,0.012957,3.141000e-03,-7.510000e-04,0.09896,0.07628,-0.08292,1.58,4.900e-01,-2.200e-01,0.0252,,,1763.0,,,2275.72,2176.07,-820.03,6006.00,190.00,-232.00,4.380,0.090,-0.210,1.1140,0.3500,-0.1500,1.0840,0.1510,-0.1510
3872,5471574,K02505.02,FALSE POSITIVE,FALSE POSITIVE,,12.424669700,2.9410000e-04,-2.9410000e-04,44.07000,1.60000,-1.60000,4.2400e+02,9.600e+00,-9.600e+00,0.972824,1.788800e-02,-1.202800e-02,0.00102,0.00002,-0.00002,168.91,8.095e+01,-4.717e+01,0.1099,,,1099.0,,,344.80,492.11,-190.03,6550.00,172.00,-235.00,4.094,0.232,-0.257,1.5900,0.7620,-0.4440,1.1440,0.2800,-0.1650
3873,5512580,K04281.01,FALSE POSITIVE,FALSE POSITIVE,,383.008060000,1.3540000e-02,-1.3540000e-02,9.71000,1.50000,-1.50000,6.3210e+02,9.430e+01,-9.430e+01,0.022812,2.308000e-03,-1.699000e-03,3.76940,5.59235,-3.60782,2.20,7.300e-01,-1.700e-01,1.0256,,,235.0,,,0.72,0.73,-0.17,5750.00,165.00,-164.00,4.538,0.028,-0.250,0.8820,0.2960,-0.0670,0.9800,0.0850,-0.1110
3874,11670599,K04282.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.847588864,3.3340000e-06,-3.3340000e-06,2.24600,0.11000,-0.11000,6.7100e+01,3.800e+00,-3.800e+00,0.007737,1.510000e-04,-3.980000e-04,0.46945,0.31555,-0.03093,0.91,2.900e-01,-1.000e-01,0.0182,,,2144.0,,,5000.82,4648.42,-1516.33,6335.00,150.00,-206.00,4.427,0.056,-0.224,1.0720,0.3490,-0.1160,1.1200,0.1540,-0.1540
3875,6359820,K04283.01,FALSE POSITIVE,FALSE POSITIVE,,331.815340000,3.4220000e-02,-3.4220000e-02,10.56000,2.30000,-2.30000,3.7030e+02,7.080e+01,-7.080e+01,0.017630,2.000000e-03,-1.813000e-03,2.41300,2.47572,-2.36915,1.84,6.700e-01,-1.600e-01,0.9508,,,267.0,,,1.20,1.26,-0.32,6029.00,151.00,-188.00,4.494,0.042,-0.268,0.9560,0.3500,-0.0840,1.0400,0.1380,-0.1250
3876,11872139,K04350.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.756493460,1.7190000e-05,-1.7190000e-05,3.42900,0.31800,-0.31800,2.7500e+01,2.400e+00,-2.400e+00,0.004865,2.250000e-04,-3.210000e-04,0.35428,0.02964,-0.20556,1.62,2.800e-01,-8.400e-01,0.0345,,,2745.0,,,13425.76,7168.27,-10763.11,6619.00,182.00,-250.00,3.718,0.501,-0.088,3.0500,0.5280,-1.5830,1.7710,0.1430,-0.5350
3877,5436161,K04351.01,CANDIDATE,CANDIDATE,,0.644322147,2.8200000e-07,-2.8200000e-07,0.89300,0.02940,-0.02940,1.0766e+03,1.820e+01,-1.820e+01,0.365023,3.835760e-01,-2.364460e-01,0.48921,0.29673,-0.08880,24.39,2.480e+00,-1.630e+00,0.0124,,,1592.0,,,1516.94,570.99,-343.14,5136.00,165.00,-149.00,4.648,0.052,-0.054,0.6120,0.0620,-0.0410,0.6080,0.0550,-0.0230
3878,2708221,K04352.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.891250100,2.8430000e-05,-2.8430000e-05,7.64800,0.31500,-0.31500,7.3100e+02,2.740e+01,-2.740e+01,0.270995,9.491380e-01,-1.854280e-01,0.01319,0.04760,-0.00456,23.50,1.650e+00,-2.490e+00,0.0274,,,1159.0,,,427.26,136.01,-131.77,4883.00,174.00,-174.00,4.523,0.078,-0.045,0.7940,0.0560,-0.0840,0.7670,0.0790,-0.0540
3879,4571844,K04353.01,CANDIDATE,CANDIDATE,1.0000,17.807565600,8.3240000e-04,-8.3240000e-04,1.64300,0.15000,-0.15000,1.5110e+03,1.620e+02,-1.620e+02,0.036620,1.826000e-03,-2.849000e-03,26.56155,21.33764,-10.25193,3.92,1.200e+00,-5.100e-01,0.1331,,,742.0,,,71.56,66.53,-25.40,6194.00,197.00,-241.00,4.450,0.070,-0.210,0.9810,0.2990,-0.1280,0.9880,0.1470,-0.1200
3880,5040223,K04354.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.996023763,6.7670000e-06,-6.7670000e-06,5.41200,0.46100,-0.46100,9.8300e+01,5.900e+00,-5.900e+00,0.156122,3.379960e-01,-1.442550e-01,0.03040,0.03436,-0.00928,18.36,5.970e+00,-2.560e+00,0.0197,,,1991.0,,,3727.96,3683.65,-1333.18,6110.00,193.00,-214.00,4.387,0.090,-0.210,1.0770,0.3500,-0.1500,1.0290,0.1670,-0.1250
3881,4571004,K04355.01,FALSE POSITIVE,FALSE POSITIVE,,36.616669000,4.2200000e-03,-4.2200000e-03,8.62000,1.60000,-1.60000,2.3740e+02,5.350e+01,-5.350e+01,0.015407,1.093000e-03,-1.369000e-03,0.41086,0.21483,-0.40653,1.68,0.000e+00,0.000e+00,0.2163,,,548.0,,,21.35,0.00,0.00,5780.00,,,4.438,,,1.0000,,,1.0000,,
3882,2859893,K04418.01,CANDIDATE,CANDIDATE,,333.038420000,1.0640000e-02,-1.0640000e-02,5.94800,0.68500,-0.68500,1.2600e+03,2.210e+02,-2.210e+02,0.032328,3.058000e-03,-3.326000e-03,13.71346,4.58317,-6.69588,3.19,1.160e+00,-2.600e-01,0.9462,,,247.0,,,0.89,0.96,-0.23,5743.00,171.00,-183.00,4.534,0.028,-0.273,0.9030,0.3280,-0.0720,1.0180,0.1040,-0.1250
3883,6026737,K02949.02,CANDIDATE,CANDIDATE,0.7570,3.750304690,4.4170000e-05,-4.4170000e-05,3.24600,0.25800,-0.25800,3.5500e+01,3.800e+00,-3.800e+00,0.005966,1.495000e-03,-6.650000e-04,0.25911,0.67381,-0.24411,0.87,1.400e-01,-1.600e-01,0.0475,,,1374.0,,,842.07,366.16,-333.86,5866.00,105.00,-117.00,4.191,0.162,-0.108,1.3390,0.2090,-0.2560,1.0160,0.1010,-0.0700
3884,7582691,K04419.01,CANDIDATE,CANDIDATE,1.0000,0.259819659,4.0400000e-07,-4.0400000e-07,0.65130,0.05770,-0.05770,2.3150e+02,1.280e+01,-1.280e+01,0.021215,1.910000e-04,-5.704000e-03,0.73023,23.74627,-0.59582,1.22,8.000e-02,-8.000e-02,0.0065,,,1559.0,,,1410.90,285.54,-257.11,3939.00,55.00,-62.00,4.736,0.028,-0.035,0.5260,0.0350,-0.0350,0.5500,0.0310,-0.0390
3885,7031942,K04420.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566795467,4.4980000e-06,-4.4980000e-06,4.71200,0.35500,-0.35500,3.8200e+01,2.800e+00,-2.800e+00,0.005780,8.600000e-05,-4.560000e-04,0.07932,0.01397,-0.01716,0.67,1.900e-01,-1.300e-01,0.0129,,,2254.0,,,6076.99,5067.54,-2497.14,5642.00,152.00,-152.00,4.337,0.185,-0.185,1.0560,0.3000,-0.2000,0.8860,0.1250,-0.0730
3886,9836563,K04421.01,CANDIDATE,CANDIDATE,0.9780,4.726931310,7.1160000e-05,-7.1160000e-05,4.03600,0.35500,-0.35500,2.6200e+01,2.600e+00,-2.600e+00,0.004665,2.800000e-04,-2.770000e-04,0.61506,0.03446,-0.35572,0.61,1.200e-01,-8.000e-02,0.0569,,,1203.0,,,495.58,248.36,-142.01,5950.00,71.00,-83.00,4.323,0.096,-0.144,1.1960,0.2350,-0.1570,1.1000,0.0770,-0.0700
3887,1724719,K04212.02,CANDIDATE,CANDIDATE,1.0000,10.098963400,1.1710000e-04,-1.1710000e-04,6.42800,0.47200,-0.47200,5.7000e+01,7.200e+00,-7.200e+00,0.007123,2.506000e-03,-8.900000e-05,0.20339,2.59097,-0.13936,1.03,1.800e-01,-1.600e-01,0.0948,,,1016.0,,,251.36,118.44,-80.06,6174.00,74.00,-86.00,4.244,0.125,-0.125,1.3180,0.2430,-0.1990,1.1090,0.1130,-0.0660
3888,5632701,K04213.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.675153290,4.6170000e-05,-4.6170000e-05,7.08300,0.32000,-0.32000,5.6000e+01,3.800e+00,-3.800e+00,0.007374,1.766000e-03,-6.280000e-04,0.03324,0.04890,-0.02994,0.71,9.000e-02,-4.000e-02,0.0461,,,1150.0,,,414.64,135.39,-59.92,5968.00,77.00,-83.00,4.534,0.022,-0.093,0.8810,0.1080,-0.0430,0.9700,0.0470,-0.0650
3889,10549924,K04214.01,FALSE POSITIVE,FALSE POSITIVE,0.0080,0.715825886,3.4350000e-06,-3.4350000e-06,1.21200,0.13300,-0.13300,4.0600e+01,4.600e+00,-4.600e+00,0.005801,4.300000e-04,-3.560000e-04,3.48495,0.84552,-2.13285,0.58,1.500e-01,-7.000e-02,0.0153,,,1920.0,,,3196.46,2503.74,-949.10,5640.00,152.00,-152.00,4.486,0.075,-0.175,0.9090,0.2420,-0.1040,0.9240,0.1040,-0.0940
3890,9366617,K04215.01,CONFIRMED,CANDIDATE,0.8680,26.548729400,3.5560000e-04,-3.5560000e-04,7.96800,0.27000,-0.27000,1.4200e+02,1.060e+01,-1.060e+01,0.010812,6.020000e-04,-4.530000e-04,0.42819,0.09206,-0.12576,2.54,9.900e-01,-1.600e+00,0.1784,,,836.0,,,115.61,139.52,-101.58,5456.00,191.00,-172.00,3.802,0.690,-0.230,2.1540,0.8330,-1.3540,1.0740,0.1890,-0.2310
3891,6187341,K04216.01,FALSE POSITIVE,FALSE POSITIVE,1.0000,0.492291661,3.5100000e-07,-3.5100000e-07,0.89400,0.10400,-0.10400,1.1076e+03,2.990e+01,-2.990e+01,0.043614,1.084240e-01,-1.012900e-02,0.63388,8.32545,-0.32026,3.42,3.400e-01,-3.400e-01,0.0108,,,1788.0,,,2415.37,945.34,-722.67,4971.00,176.00,-176.00,4.566,0.072,-0.048,0.7180,0.0720,-0.0720,0.6930,0.0930,-0.0500
3892,3353454,K07654.01,FALSE POSITIVE,FALSE POSITIVE,0.0100,1.691193500,5.8710000e-04,-5.8710000e-04,9.47900,0.76300,-0.76300,2.8010e+03,1.510e+02,-1.510e+02,0.058199,2.175000e-03,-7.824000e-03,0.01209,0.00686,-0.00298,6.36,0.000e+00,0.000e+00,0.0278,,,1528.0,,,1292.50,0.00,0.00,5780.00,,,4.438,,,1.0000,,,1.0000,,
3893,10156055,K04284.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.428035030,4.1900000e-05,-4.1900000e-05,3.04500,0.51300,-0.51300,7.3800e+01,1.040e+01,-1.040e+01,0.007946,5.290000e-04,-7.440000e-04,0.74945,5.63143,-0.32547,0.85,2.400e-01,-7.000e-02,0.0360,,,1516.0,,,1249.87,1047.72,-307.98,6609.00,157.00,-196.00,4.484,0.036,-0.204,0.9740,0.2860,-0.0760,1.0730,0.1250,-0.1250
